"","isActive","isRookie","namePlayer","idPlayer","countSeasons","nameTeam","namePlayerLastFirst","yearSeasonFirst","yearSeasonLast","slugPlayer","idTeam","cityTeam","teamName","slugTeam","codeTeam","hasGamesPlayedFlag","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","namePlayerLast","namePlayerFirst"
"3233",FALSE,FALSE,"Jim Reid",77935,0,NA,"Reid, Jim",1967,1967,"HISTADD_jim_reid",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77935","https://stats.nba.com/media/players/230x185/77935.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77935.png","https://stats.nba.com/media/players/700/77935.png","Reid"," Jim"
"3234",FALSE,FALSE,"Robert Reid",77936,13,NA,"Reid, Robert",1977,1990,"HISTADD_robert_reid",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77936","https://stats.nba.com/media/players/230x185/77936.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77936.png","https://stats.nba.com/media/players/700/77936.png","Reid"," Robert"
"3235",FALSE,FALSE,"Ryan Reid",202385,0,NA,"Reid, Ryan",2011,2011,"ryan_reid",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/202385","https://stats.nba.com/media/players/230x185/202385.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202385.png","https://stats.nba.com/media/players/700/202385.png","Reid"," Ryan"
"3236",FALSE,FALSE,"Jared Reiner",2876,2,NA,"Reiner, Jared",2004,2006,"jared_reiner",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/2876","https://stats.nba.com/media/players/230x185/2876.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2876.png","https://stats.nba.com/media/players/700/2876.png","Reiner"," Jared"
"3237",FALSE,FALSE,"Joseph Reiser",77938,2,NA,"Reiser, Joseph",1947,1949,"HISTADD_chick_reiser",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77938","https://stats.nba.com/media/players/230x185/77938.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77938.png","https://stats.nba.com/media/players/700/77938.png","Reiser"," Joseph"
"3238",FALSE,FALSE,"Richard Rellford",77939,0,NA,"Rellford, Richard",1987,1987,"HISTADD_richard_rellford",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77939","https://stats.nba.com/media/players/230x185/77939.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77939.png","https://stats.nba.com/media/players/700/77939.png","Rellford"," Richard"
"3239",FALSE,FALSE,"Terrence Rencher",720,0,NA,"Rencher, Terrence",1995,1995,"terrence_rencher",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/720","https://stats.nba.com/media/players/230x185/720.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/720.png","https://stats.nba.com/media/players/700/720.png","Rencher"," Terrence"
"3240",FALSE,FALSE,"John Rennicke",77941,0,NA,"Rennicke, John",1951,1951,"HISTADD_john_rennicke",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77941","https://stats.nba.com/media/players/230x185/77941.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77941.png","https://stats.nba.com/media/players/700/77941.png","Rennicke"," John"
"3241",FALSE,FALSE,"Rob Rensberger",77942,0,NA,"Rensberger, Rob",1946,1946,"HISTADD_rob_rensberger",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77942","https://stats.nba.com/media/players/230x185/77942.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77942.png","https://stats.nba.com/media/players/700/77942.png","Rensberger"," Rob"
"3242",FALSE,FALSE,"Efthimios Rentzias",981,0,NA,"Rentzias, Efthimios",2002,2002,"efthimios_rentzias",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/981","https://stats.nba.com/media/players/230x185/981.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/981.png","https://stats.nba.com/media/players/700/981.png","Rentzias"," Efthimios"
"3243",FALSE,FALSE,"Shawn Respert",704,3,NA,"Respert, Shawn",1995,1998,"shawn_respert",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/704","https://stats.nba.com/media/players/230x185/704.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/704.png","https://stats.nba.com/media/players/700/704.png","Respert"," Shawn"
"3244",FALSE,FALSE,"Kevin Restani",77944,7,NA,"Restani, Kevin",1974,1981,"HISTADD_bigbird_restani",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77944","https://stats.nba.com/media/players/230x185/77944.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77944.png","https://stats.nba.com/media/players/700/77944.png","Restani"," Kevin"
"3245",FALSE,FALSE,"George Reynolds",77945,0,NA,"Reynolds, George",1969,1969,"HISTADD_george_reynolds",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77945","https://stats.nba.com/media/players/230x185/77945.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77945.png","https://stats.nba.com/media/players/700/77945.png","Reynolds"," George"
"3246",FALSE,FALSE,"Jerry Reynolds",77946,10,NA,"Reynolds, Jerry",1985,1995,"HISTADD_jerry_reynolds",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77946","https://stats.nba.com/media/players/230x185/77946.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77946.png","https://stats.nba.com/media/players/700/77946.png","Reynolds"," Jerry"
"3247",FALSE,FALSE,"Gene Rhodes",77947,0,NA,"Rhodes, Gene",1952,1952,"HISTADD_gene_rhodes",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77947","https://stats.nba.com/media/players/230x185/77947.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77947.png","https://stats.nba.com/media/players/700/77947.png","Rhodes"," Gene"
"3248",FALSE,FALSE,"Rodrick Rhodes",1518,2,NA,"Rhodes, Rodrick",1997,1999,"rodrick_rhodes",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/1518","https://stats.nba.com/media/players/230x185/1518.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1518.png","https://stats.nba.com/media/players/700/1518.png","Rhodes"," Rodrick"
"3249",FALSE,FALSE,"Glen Rice",779,14,NA,"Rice, Glen",1989,2003,"glen_rice",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/779","https://stats.nba.com/media/players/230x185/779.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/779.png","https://stats.nba.com/media/players/700/779.png","Rice"," Glen"
"3250",FALSE,FALSE,"Glen Rice Jr.",203318,1,NA,"Rice, Glen",2013,2014,"glen_rice",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/203318","https://stats.nba.com/media/players/230x185/203318.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203318.png","https://stats.nba.com/media/players/700/203318.png","Rice"," Glen"
"3251",FALSE,FALSE,"Chris Richard",201181,2,NA,"Richard, Chris",2007,2009,"chris_richard",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/201181","https://stats.nba.com/media/players/230x185/201181.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201181.png","https://stats.nba.com/media/players/700/201181.png","Richard"," Chris"
"3252",FALSE,FALSE,"Clint Richardson",77950,7,NA,"Richardson, Clint",1979,1986,"HISTADD_clint_richardson",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/77950","https://stats.nba.com/media/players/230x185/77950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77950.png","https://stats.nba.com/media/players/700/77950.png","Richardson"," Clint"
"3253",FALSE,FALSE,"Jason Richardson",2202,13,NA,"Richardson, Jason",2001,2014,"jason_richardson",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/2202","https://stats.nba.com/media/players/230x185/2202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2202.png","https://stats.nba.com/media/players/700/2202.png","Richardson"," Jason"
"3254",FALSE,FALSE,"Jeremy Richardson",200978,2,NA,"Richardson, Jeremy",2006,2008,"jeremy_richardson",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/200978","https://stats.nba.com/media/players/230x185/200978.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200978.png","https://stats.nba.com/media/players/700/200978.png","Richardson"," Jeremy"
"3255",TRUE,FALSE,"Josh Richardson",1626196,3,"Miami Heat","Richardson, Josh",2015,2018,"josh_richardson",1610612748,"Miami","Heat","MIA","heat",TRUE,"https://stats.nba.com/player/1626196","https://stats.nba.com/media/players/230x185/1626196.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626196.png","https://stats.nba.com/media/players/700/1626196.png","Richardson"," Josh"
"3256",TRUE,FALSE,"Malachi Richardson",1627781,2,"Toronto Raptors","Richardson, Malachi",2016,2018,"malachi_richardson",1610612761,"Toronto","Raptors","TOR","raptors",TRUE,"https://stats.nba.com/player/1627781","https://stats.nba.com/media/players/230x185/1627781.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627781.png","https://stats.nba.com/media/players/700/1627781.png","Richardson"," Malachi"
